Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-04-02 00:00:00+05:30,403.07005302084235,406.6584329579411,400.1361957536592,403.0474853515625,12494499,0.0,0.0
2018-04-03 00:00:00+05:30,402.16735782624494,406.9969597127595,399.5719853931512,406.0265197753906,13922126,0.0,0.0
2018-04-04 00:00:00+05:30,408.35102639391926,411.5557257295457,402.6412555803702,403.9276428222656,14214534,0.0,0.0
2018-04-05 00:00:00+05:30,408.5315910886191,410.7432828377153,407.80939557428627,409.9308166503906,8527915,0.0,0.0
2018-04-06 00:00:00+05:30,409.8405508718347,414.57988178209695,408.48646063038814,411.19464111328125,9664888,0.0,0.0
2018-04-09 00:00:00+05:30,411.8942473568012,414.8055668340014,411.8942473568012,413.4514465332031,7813897,0.0,0.0
2018-04-10 00:00:00+05:30,414.53474208262173,417.01727598461326,412.6164601484259,413.9254150390625,8455132,0.0,0.0
2018-04-11 00:00:00+05:30,416.069428155483,421.01186831986655,413.4740557600817,420.154296875,13140816,0.0,0.0
2018-04-12 00:00:00+05:30,419.7028942678628,422.7721875853342,417.15268745802774,419.183837890625,10822592,0.0,0.0
2018-04-13 00:00:00+05:30,420.9892841107489,425.0515850010674,419.18384048313976,423.76519775390625,12616816,0.0,0.0
2018-04-16 00:00:00+05:30,421.7792098098972,424.28431158980834,419.0935967990385,422.9527587890625,8934275,0.0,0.0
2018-04-17 00:00:00+05:30,424.2842936698863,427.53412842810064,422.4788198718563,426.20257568359375,9599816,0.0,0.0
2018-04-18 00:00:00+05:30,426.65396374157314,427.98548636985936,422.05000852061085,423.3815612792969,7360987,0.0,0.0
2018-04-19 00:00:00+05:30,423.87799677075486,426.5410718232607,422.0273878470132,425.3223876953125,9802587,0.0,0.0
2018-04-20 00:00:00+05:30,423.3815739244595,425.1193146548495,415.7986258480645,418.82275390625,7326696,0.0,0.0
2018-04-23 00:00:00+05:30,419.77061009778157,426.24771195923637,419.09358001983134,422.47882080078125,7674482,0.0,0.0
2018-04-24 00:00:00+05:30,422.38856359046594,440.39807645492095,422.0274507403131,437.84783935546875,19921115,0.0,0.0
2018-04-25 00:00:00+05:30,439.4727576489336,443.1513781286982,434.91396793782434,438.05096435546875,14079382,0.0,0.0
2018-04-26 00:00:00+05:30,439.1793712179805,445.9498526731185,434.3271717505189,440.2400817871094,34096999,0.0,0.0
2018-04-27 00:00:00+05:30,446.7623102172954,456.3312728227318,444.8214304679628,449.6961975097656,25518647,0.0,0.0
2018-04-30 00:00:00+05:30,443.24163493239695,448.02610086106864,433.31156014202753,434.80108642578125,19406069,0.0,0.0
2018-05-02 00:00:00+05:30,436.4711407822278,441.977802398561,435.5909716042504,439.0439453125,13381914,0.0,0.0
2018-05-03 00:00:00+05:30,441.39105378197854,441.39105378197854,432.973072412084,434.0337829589844,8634812,0.0,0.0
2018-05-04 00:00:00+05:30,434.59797645378325,435.4330103197491,428.7979349898772,430.5808410644531,8302649,0.0,0.0
2018-05-07 00:00:00+05:30,432.79254755475773,439.2922170944263,431.66413395955414,438.2766418457031,7683268,0.0,0.0
2018-05-08 00:00:00+05:30,441.21052217709877,443.24167264200565,435.6586948368071,436.51629638671875,10792648,0.0,0.0
2018-05-09 00:00:00+05:30,435.97465889078853,444.279771715439,434.3271588485628,440.8493957519531,9831044,0.0,0.0
2018-05-10 00:00:00+05:30,442.3389453122742,444.4152311599145,439.74357293752394,442.8580017089844,8781584,0.0,0.0
2018-05-11 00:00:00+05:30,442.9031211043531,447.4393430165174,441.3233541712685,446.5140686035156,8774740,0.0,0.0
2018-05-14 00:00:00+05:30,447.7327631167845,447.7327631167845,440.8494131199941,445.31793212890625,5642499,0.0,0.0
2018-05-15 00:00:00+05:30,443.715599371503,451.36625015107427,440.82684731969334,441.864990234375,10501479,0.0,0.0
2018-05-16 00:00:00+05:30,439.63072079559055,439.63072079559055,429.9037844062459,431.5738220214844,18840763,0.0,0.0
2018-05-17 00:00:00+05:30,433.01822487412875,433.3116045754022,424.9613258805763,426.6990966796875,10353948,0.0,0.0
